row_index,examiner_slug,examiner_raw,tier,href,target_file,target_anchor,canonical_question_id,file_exists,anchor_exists,resolves_to_live_question,display_text,live_question_text,text_similarity,status,duplicate_pair
232,nair,Nair,ce_tip,/meoclass1/QB4_B.html#q6,QB4_B.html,q6,QB4_B#q6,True,True,True,How does the human element feature in a marine casualty investigation? What HE factors are typically examined?,How does the human element feature in a marine casualty investigation? What HE factors are typically examined?,1.0,OK,False
233,nair,Nair,ce_tip,/meoclass1/QB4_B.html#q9,QB4_B.html,q9,QB4_B#q9,True,True,True,Explain Maslow's Hierarchy of Needs and how it applies to crew motivation onboard.,Explain Maslow's Hierarchy of Needs and how it applies to crew motivation onboard.,1.0,OK,False
234,nair,Nair,ce_tip,/meoclass1/QB4_B.html#q11,QB4_B.html,q11,QB4_B#q11,True,True,True,How do you train Junior Engineers onboard in practice as Chief Engineer?,How do you train Junior Engineers onboard in practice as Chief Engineer?,1.0,OK,False
235,nair,Nair,ce_tip,/meoclass1/QB4_B.html#q14,QB4_B.html,q14,QB4_B#q14,True,True,True,How do you approach mentoring a Junior Engineer throughout a voyage? What specific methods do you use?,How do you approach mentoring a Junior Engineer throughout a voyage? What specific methods do you use?,1.0,OK,False
236,nair,Nair,ce_tip,/meoclass1/QB4_B.html#q16,QB4_B.html,q16,QB4_B#q16,True,True,True,"What are the Best Management Practices (BMP5) for piracy prevention, and what are the Chief Engineer's responsibilities under BMP5?","What are the Best Management Practices (BMP5) for piracy prevention, and what are the Chief Engineer's responsibilities under BMP5?",1.0,OK,False
237,nair,Nair,ce_tip,/meoclass1/QB4_C.html#q16,QB4_C.html,q16,QB4_C#q16,True,True,True,Master's authority under ISM?,Master's authority under ISM?,1.0,OK,False
238,nair,Nair,ce_tip,/meoclass1/QB4_G.html#q8,QB4_G.html,q8,QB4_G#q8,True,True,True,Which statutory certificate does not need renewal/survey other than AFS certificate?,Which statutory certificate does not need renewal/survey other than AFS certificate?,1.0,OK,False
239,nair,Nair,ce_tip,/meoclass1/QB4_H.html#q2,QB4_H.html,q2,QB4_H#q2,True,True,True,Outline the Best Management Practices for a transit through the Strait of Hormuz.,Outline the Best Management Practices for a transit through the Strait of Hormuz.,1.0,OK,False
240,nair,Nair,ce_tip,/meoclass1/QB4_H.html#q9,QB4_H.html,q9,QB4_H#q9,True,True,True,What ship certificates and documents relate to WHO (World Health Organization) requirements?,What ship certificates and documents relate to WHO (World Health Organization) requirements?,1.0,OK,False
241,nair,Nair,ce_tip,/meoclass1/QB4_H.html#q10,QB4_H.html,q10,QB4_H#q10,True,True,True,What is the procedure for extending the validity of a statutory certificate when a survey cannot be completed on time?,What is the procedure for extending the validity of a statutory certificate when a survey cannot be completed on time?,1.0,OK,False
242,nair,Nair,ce_tip,/meoclass1/QB4_J.html#q9,QB4_J.html,q9,QB4_J#q9,True,True,True,What does MLC say about war risk? Can a seafarer refuse to sail into a war zone?,What does MLC say about war risk? Can a seafarer refuse to sail into a war zone?,1.0,OK,False
243,nair,Nair,ce_tip,/meoclass1/QB5_D.html#q3,QB5_D.html,q3,QB5_D#q3,True,True,True,"How does the CE resolve on-board conflict involving bullying, harassment or discriminatory behaviour towards a junior — what does the SMS provide, and what are the latest amendments?","How does the CE resolve on-board conflict involving bullying, harassment or discriminatory behaviour towards a junior — what does the SMS provide, and what are the latest amendments?",1.0,OK,False
244,nair,Nair,ce_tip,/meoclass1/QB6.html#q1,QB6.html,q1,QB6#q1,True,True,True,"What is the CII — how is it calculated, what are the units, and what does the A–E rating mean?","What is the CII — how is it calculated, what are the units, and what does the A–E rating mean?",1.0,OK,False
245,nair,Nair,ce_tip,/meoclass1/QB6.html#q7,QB6.html,q7,QB6#q7,True,True,True,What is the UNFCCC and what is its role in IMO's GHG Strategy? What are the midterm measures?,What is the UNFCCC and what is its role in IMO's GHG Strategy? What are the midterm measures?,1.0,OK,False
246,nair,Nair,ce_tip,/meoclass1/QB6.html#q12,QB6.html,q12,QB6#q12,True,True,True,What is cold ironing / Onshore Power Supply (OPS) — definition and requirements?,What is cold ironing / Onshore Power Supply (OPS) — definition and requirements?,1.0,OK,False
247,nair,Nair,ce_tip,/meoclass1/QB6_H.html#q2,QB6_H.html,q2,QB6_H#q2,True,True,True,"High voltage switchboard safety — explain the full safety framework, beyond just vacuum breaker earthing.","High voltage switchboard safety — explain the full safety framework, beyond just vacuum breaker earthing.",1.0,OK,False
248,nair,Nair,ce_tip,/meoclass1/QB7_C.html#q1,QB7_C.html,q1,QB7_C#q1,True,True,True,SEEMP Part III — why was it added? What are its contents? What is the CE's role?,SEEMP Part III — why was it added? What are its contents? What is the CE's role?,1.0,OK,False
249,nair,Nair,ce_tip,/meoclass1/QB8_H.html#q2,QB8_H.html,q2,QB8_H#q2,True,True,True,Difference between Type 1 and Type 2 chemical tankers.,Difference between Type 1 and Type 2 chemical tankers.,1.0,OK,False
250,nair,Nair,ce_tip,/meoclass1/QB9_A.html#q1,QB9_A.html,q1,QB9_A#q1,True,True,True,What is P&I insurance? How does it differ from Hull and Machinery insurance and other marine insurance? What does it cover in a war risk area?,What is P&I insurance? How does it differ from Hull and Machinery insurance and other marine insurance? What does it cover in a war risk area?,1.0,OK,False
251,nair,Nair,ce_tip,/meoclass1/QB9_A.html#q5,QB9_A.html,q5,QB9_A#q5,True,True,True,Admiralty law — what is it? What is a maritime lien? How is the CE related to the Admiralty Act?,Admiralty law — what is it? What is a maritime lien? How is the CE related to the Admiralty Act?,1.0,OK,False
252,nair,Nair,ce_tip,/meoclass1/QB9_A.html#q7,QB9_A.html,q7,QB9_A#q7,True,True,True,SUA Convention — details and new amendments. FAL Convention — explanation and effect on maritime security. London Convention — what does it cover? OPR,SUA Convention — details and new amendments. FAL Convention — explanation and effect on maritime security. London Convention — what does it cover? OPR,1.0,OK,False
253,nair,Nair,ce_tip,/meoclass1/QB9_B.html#q5,QB9_B.html,q5,QB9_B#q5,True,True,True,War risk / vessel hardening / BMP5 — provide detailed maritime law and engineering application.,War risk / vessel hardening / BMP5 — provide detailed maritime law and engineering application.,1.0,OK,False
254,nair,Nair,ce_tip,/meoclass1/QB9_E.html#q1,QB9_E.html,q1,QB9_E#q1,True,True,True,TMSA,TMSA,1.0,OK,False
255,nair,Nair,ce_tip,/meoclass1/QB9_E.html#q3,QB9_E.html,q3,QB9_E#q3,True,True,True,War Time Marine Insurance & Extra Premiums,War Time Marine Insurance & Extra Premiums,1.0,OK,False
256,nair,Nair,ce_tip,/meoclass1/QB9_E.html#q7,QB9_E.html,q7,QB9_E#q7,True,True,True,P&I Club Coverage in Hormuz,P&I Club Coverage in Hormuz,1.0,OK,False
257,nair,Nair,ce_tip,/meoclass1/QB9_E.html#q8,QB9_E.html,q8,QB9_E#q8,True,True,True,MS Act Provisions for Competency Exams,MS Act Provisions for Competency Exams,1.0,OK,False
258,nair,Nair,ce_tip,/meoclass1/QB9_E.html#q12,QB9_E.html,q12,QB9_E#q12,True,True,True,Inchmaree Clause in Marine Insurance,Inchmaree Clause in Marine Insurance,1.0,OK,False
259,nair,Nair,ce_tip,/meoclass1/QB9_F.html#q1,QB9_F.html,q1,QB9_F#q1,True,True,True,Uniform Law and Conflict of Law in Maritime Context,Uniform Law and Conflict of Law in Maritime Context,1.0,OK,False
260,nair,Nair,ce_tip,/meoclass1/QB9_F.html#q2,QB9_F.html,q2,QB9_F#q2,True,True,True,Port of Refuge,Port of Refuge,1.0,OK,False
261,nair,Nair,ce_tip,/meoclass1/QB9_H.html#q2,QB9_H.html,q2,QB9_H#q2,True,True,True,"Ship casualty — step by step, who responds, and how does the Flag State conduct its process?","Ship casualty — step by step, who responds, and how does the Flag State conduct its process?",1.0,OK,False
262,nair,Nair,ce_tip,/meoclass1/QB9_H.html#q3,QB9_H.html,q3,QB9_H#q3,True,True,True,"If a casualty delays your ship, who compensates for that loss?","If a casualty delays your ship, who compensates for that loss?",1.0,OK,False
263,nair,Nair,ce_tip,/meoclass1/QB9_H.html#q4,QB9_H.html,q4,QB9_H#q4,True,True,True,"If you don't receive salary or sign-off, how do you approach it via a grievance letter — and what if there's no resolution?","If you don't receive salary or sign-off, how do you approach it via a grievance letter — and what if there's no resolution?",1.0,OK,False
264,nair,Nair,ce_tip,/meoclass1/QB9_H.html#q5,QB9_H.html,q5,QB9_H#q5,True,True,True,How do you assess a junior officer / give an appraisal — what procedure and marking do you use?,How do you assess a junior officer / give an appraisal — what procedure and marking do you use?,1.0,OK,False
265,nair,Nair,ce_tip,/meoclass1/QB9_H.html#q6,QB9_H.html,q6,QB9_H#q6,True,True,True,"How do you evaluate a new company before joining, and ensure MLC compliance?","How do you evaluate a new company before joining, and ensure MLC compliance?",1.0,OK,False
266,nair,Nair,ce_tip,/meoclass1/QB9_H.html#q8,QB9_H.html,q8,QB9_H#q8,True,True,True,What are the different types of liability in shipping?,What are the different types of liability in shipping?,1.0,OK,False
267,nair,Nair,ce_tip,/meoclass1/QB10_A.html#q1,QB10_A.html,q1,QB10_A#q1,True,True,True,Describe the type of vessel you have sailed on and its key engineering features.,Describe the type of vessel you have sailed on and its key engineering features.,1.0,OK,False
268,nair,Nair,ce_tip,/meoclass1/QB10_A.html#q4,QB10_A.html,q4,QB10_A#q4,True,True,True,Describe the latest technology deployed on your vessel.,Describe the latest technology deployed on your vessel.,1.0,OK,False
269,nair,Nair,header,/meoclass1/QB1_B.html#q4,QB1_B.html,q4,QB1_B#q4,True,True,True,What does STSDSS stand for and what is it?,What does STSDSS stand for and what is it?,1.0,OK,False
270,nair,Nair,header,/meoclass1/QB1_B.html#q14,QB1_B.html,q14,QB1_B#q14,True,True,True,"What is General Average, and what is the procedure followed onboard when GA is declared?","What is General Average, and what is the procedure followed onboard when GA is declared?",1.0,OK,False
271,nair,Nair,header,/meoclass1/QB1_B.html#q20,QB1_B.html,q20,QB1_B#q20,True,True,True,What is subrogation in the context of marine insurance/P&I claims?,What is subrogation in the context of marine insurance/P&I claims?,1.0,OK,False
272,nair,Nair,header,/meoclass1/QB4_E.html#q5,QB4_E.html,q5,QB4_E#q5,True,True,True,ISM Code elements — list all 12 elements and explain the key ones.,ISM Code elements — list all 12 elements and explain the key ones.,1.0,OK,False
273,nair,Nair,header,/meoclass1/QB4_E.html#q6,QB4_E.html,q6,QB4_E#q6,True,True,True,Master's review and authority under ISM Code — overriding authority?,Master's review and authority under ISM Code — overriding authority?,1.0,OK,False
274,nair,Nair,header,/meoclass1/QB4_E.html#q7,QB4_E.html,q7,QB4_E#q7,True,True,True,How is continuous improvement achieved under the ISM Code?,How is continuous improvement achieved under the ISM Code?,1.0,OK,False
275,nair,Nair,header,/meoclass1/QB4_E.html#q8,QB4_E.html,q8,QB4_E#q8,True,True,True,"PSC — appeal process, codes involved, and process after detention?","PSC — appeal process, codes involved, and process after detention?",1.0,OK,False
276,nair,Nair,inferred,/meoclass1/QB1_F.html#q3,QB1_F.html,q3,QB1_F#q3,True,True,True,"VGM (Verified Gross Mass) — who issues, who verifies, where it is mentioned, and the two methods of determination","VGM (Verified Gross Mass) — who issues, who verifies, where it is mentioned, and the two methods of determination",1.0,OK,False
277,nair,Nair,inferred,/meoclass1/QB1_H.html#q3,QB1_H.html,q3,QB1_H#q3,True,True,True,"Differentiate between an IACS Unified Requirement (UR), Procedural Requirement (PR), and Unified Interpretation (UI).","Differentiate between an IACS Unified Requirement (UR), Procedural Requirement (PR), and Unified Interpretation (UI).",1.0,OK,False
278,nair,Nair,inferred,/meoclass1/QB1_H.html#q4,QB1_H.html,q4,QB1_H#q4,True,True,True,"Describe the windlass/mooring winch brake rendering test — purpose, calculation basis, and procedure.","Describe the windlass/mooring winch brake rendering test — purpose, calculation basis, and procedure.",1.0,OK,False
279,nair,Nair,inferred,/meoclass1/QB1_supplementary.html#q2,QB1_supplementary.html,q2,QB1_supplementary#q2,True,True,True,State the Intact Stability Criteria — IS Code 2008 (MSC.267(85)). Give all numerical values.,State the Intact Stability Criteria — IS Code 2008 (MSC.267(85)). Give all numerical values.,1.0,OK,False
280,nair,Nair,inferred,/meoclass1/QB1_supplementary.html#q3,QB1_supplementary.html,q3,QB1_supplementary#q3,True,True,True,State the Damage Stability Criteria for cargo ships under SOLAS 2009 amendments. What is A ≥ R?,State the Damage Stability Criteria for cargo ships under SOLAS 2009 amendments. What is A ≥ R?,1.0,OK,False
281,nair,Nair,inferred,/meoclass1/QB1_supplementary.html#q5,QB1_supplementary.html,q5,QB1_supplementary#q5,True,True,True,Load Line Survey preparations as Chief Engineer. What are your engine room responsibilities?,Load Line Survey preparations as Chief Engineer. What are your engine room responsibilities?,1.0,OK,False
282,nair,Nair,inferred,/meoclass1/QB1_supplementary.html#q9,QB1_supplementary.html,q9,QB1_supplementary#q9,True,True,True,What is the Factor of Subdivision? How is it determined and what does a lower value indicate?,What is the Factor of Subdivision? How is it determined and what does a lower value indicate?,1.0,OK,False
283,nair,Nair,inferred,/meoclass1/QB1_supplementary.html#q10,QB1_supplementary.html,q10,QB1_supplementary#q10,True,True,True,Draw and explain the GZ / Statical Stability Curve. Label all key points.,Draw and explain the GZ / Statical Stability Curve. Label all key points.,1.0,OK,False
284,nair,Nair,inferred,/meoclass1/QB1_supplementary.html#q11,QB1_supplementary.html,q11,QB1_supplementary#q11,True,True,True,What are Cross Curves of Stability (KN Curves)? How are they constructed and used?,What are Cross Curves of Stability (KN Curves)? How are they constructed and used?,1.0,OK,False
285,nair,Nair,inferred,/meoclass1/QB1_supplementary.html#q12,QB1_supplementary.html,q12,QB1_supplementary#q12,True,True,True,"Explain Free Surface Effect — formula, effect on GM, and how to reduce it.","Explain Free Surface Effect — formula, effect on GM, and how to reduce it.",1.0,OK,False
286,nair,Nair,inferred,/meoclass1/QB1_supplementary.html#q13,QB1_supplementary.html,q13,QB1_supplementary#q13,True,True,True,"What is Angle of Loll? Cause, recognition, and correct corrective actions — in full.","What is Angle of Loll? Cause, recognition, and correct corrective actions — in full.",1.0,OK,False
287,nair,Nair,inferred,/meoclass1/QB1_supplementary.html#q14,QB1_supplementary.html,q14,QB1_supplementary#q14,True,True,True,What is Dynamic Stability? How does it differ from static stability and why does it matter?,What is Dynamic Stability? How does it differ from static stability and why does it matter?,1.0,OK,False
288,nair,Nair,inferred,/meoclass1/QB1_supplementary.html#q15,QB1_supplementary.html,q15,QB1_supplementary#q15,True,True,True,"What is an Inclining Experiment? Purpose, principle, pre-inclining checks, and when must it be repeated?","What is an Inclining Experiment? Purpose, principle, pre-inclining checks, and when must it be repeated?",1.0,OK,False
289,nair,Nair,inferred,/meoclass1/QB1_supplementary.html#q16,QB1_supplementary.html,q16,QB1_supplementary#q16,True,True,True,"Contents of the Damage Control Plan. What must it contain per SOLAS, and where must it be kept?","Contents of the Damage Control Plan. What must it contain per SOLAS, and where must it be kept?",1.0,OK,False
290,nair,Nair,inferred,/meoclass1/QB1_supplementary.html#q17,QB1_supplementary.html,q17,QB1_supplementary#q17,True,True,True,"What is the Shell Expansion Plan? How is it used, and what is Frame Number 0?","What is the Shell Expansion Plan? How is it used, and what is Frame Number 0?",1.0,OK,False
291,nair,Nair,inferred,/meoclass1/QB1_supplementary.html#q18,QB1_supplementary.html,q18,QB1_supplementary#q18,True,True,True,"SOLAS requirements for the Collision Bulkhead: position from FP, height, and permitted openings.","SOLAS requirements for the Collision Bulkhead: position from FP, height, and permitted openings.",1.0,OK,False
292,nair,Nair,inferred,/meoclass1/QB1_supplementary.html#q19,QB1_supplementary.html,q19,QB1_supplementary#q19,True,True,True,What is Propeller Blade Pitch Ratio (P/D)? Effect on efficiency and what is positive slip?,What is Propeller Blade Pitch Ratio (P/D)? Effect on efficiency and what is positive slip?,1.0,OK,False
293,nair,Nair,inferred,/meoclass1/QB1_supplementary.html#q20,QB1_supplementary.html,q20,QB1_supplementary#q20,True,True,True,"Tail Shaft Survey — what is it, when is it due, and what is the complete procedure?","Tail Shaft Survey — what is it, when is it due, and what is the complete procedure?",1.0,OK,False
294,nair,Nair,inferred,/meoclass1/QB3_A.html#q2,QB3_A.html,q2,QB3_A#q2,True,True,True,"What is the difference between heel and list, and how is each corrected?","What is the difference between heel and list, and how is each corrected?",1.0,OK,False
295,nair,Nair,inferred,/meoclass1/QB3_A.html#q6,QB3_A.html,q6,QB3_A#q6,True,True,True,Explain the Enhanced Survey Programme (ESP) — what does it cover and what does the ESP file contain?,Explain the Enhanced Survey Programme (ESP) — what does it cover and what does the ESP file contain?,1.0,OK,False
296,nair,Nair,inferred,/meoclass1/QB3_A.html#q7,QB3_A.html,q7,QB3_A#q7,True,True,True,"What is the recent direction of ESP survey tightening, and what drives it?","What is the recent direction of ESP survey tightening, and what drives it?",1.0,OK,False
297,nair,Nair,inferred,/meoclass1/QB3_A.html#q9,QB3_A.html,q9,QB3_A#q9,True,True,True,"What certificates are issued under the AFS Convention, who issues them, and what is their validity?","What certificates are issued under the AFS Convention, who issues them, and what is their validity?",1.0,OK,False
298,nair,Nair,inferred,/meoclass1/QB3_A.html#q12,QB3_A.html,q12,QB3_A#q12,True,True,True,"What is ""substantial corrosion"" and how is it assessed?","What is ""substantial corrosion"" and how is it assessed?",1.0,OK,False
299,nair,Nair,inferred,/meoclass1/QB3_A.html#q14,QB3_A.html,q14,QB3_A#q14,True,True,True,How do Ship Construction File (SCF) and ESP/UTM interact in practice?,How do Ship Construction File (SCF) and ESP/UTM interact in practice?,1.0,OK,False
300,nair,Nair,inferred,/meoclass1/QB3_A.html#q16,QB3_A.html,q16,QB3_A#q16,True,True,True,EEDI reference line and container ships (context add‑on),EEDI reference line and container ships (context add‑on),1.0,OK,False
301,nair,Nair,inferred,/meoclass1/QB3_A.html#q17,QB3_A.html,q17,QB3_A#q17,True,True,True,"What is the class quarterly listing / survey status report, and how does the CE use it?","What is the class quarterly listing / survey status report, and how does the CE use it?",1.0,OK,False
302,nair,Nair,inferred,/meoclass1/QB3_B.html#q1,QB3_B.html,q1,QB3_B#q1,True,True,True,What is a hull survey — what does it cover and what are the requirements?,What is a hull survey — what does it cover and what are the requirements?,1.0,OK,False
303,nair,Nair,inferred,/meoclass1/QB3_B.html#q2,QB3_B.html,q2,QB3_B#q2,True,True,True,What are the criteria for steel plate renewal during a hull survey?,What are the criteria for steel plate renewal during a hull survey?,1.0,OK,False
304,nair,Nair,inferred,/meoclass1/QB3_B.html#q4,QB3_B.html,q4,QB3_B#q4,True,True,True,"What is the definition of 'substantial corrosion' in the context of hull surveys, and what criteria determine when it applies?","What is the definition of 'substantial corrosion' in the context of hull surveys, and what criteria determine when it applies?",1.0,OK,False
305,nair,Nair,inferred,/meoclass1/QB3_B.html#q5,QB3_B.html,q5,QB3_B#q5,True,True,True,"Give a full overview of the Enhanced Survey Programme (ESP) Code — scope, ship types covered, survey cycles, and key CE responsibilities.","Give a full overview of the Enhanced Survey Programme (ESP) Code — scope, ship types covered, survey cycles, and key CE responsibilities.",1.0,OK,False
306,nair,Nair,inferred,/meoclass1/QB3_B.html#q6,QB3_B.html,q6,QB3_B#q6,True,True,True,"Explain Goal-Based Standards (GBS) under SOLAS Chapter II-1 — what they are, how they work, and their significance for ship construction.","Explain Goal-Based Standards (GBS) under SOLAS Chapter II-1 — what they are, how they work, and their significance for ship construction.",1.0,OK,False
307,nair,Nair,inferred,/meoclass1/QB3_B.html#q7,QB3_B.html,q7,QB3_B#q7,True,True,True,"What is the Ship Construction File, what must it contain, and what is its purpose?","What is the Ship Construction File, what must it contain, and what is its purpose?",1.0,OK,False
308,nair,Nair,inferred,/meoclass1/QB3_B.html#q8,QB3_B.html,q8,QB3_B#q8,True,True,True,"Describe the full drydocking process and requirements for a ship — including intervals, what inspections are carried out, and CE responsibilities.","Describe the full drydocking process and requirements for a ship — including intervals, what inspections are carried out, and CE responsibilities.",1.0,OK,False
309,nair,Nair,inferred,/meoclass1/QB3_B.html#q10,QB3_B.html,q10,QB3_B#q10,True,True,True,"Under which rules is a bulk carrier built, and where is this referenced in SOLAS?","Under which rules is a bulk carrier built, and where is this referenced in SOLAS?",1.0,OK,False
310,nair,Nair,inferred,/meoclass1/QB3_B.html#q12,QB3_B.html,q12,QB3_B#q12,True,True,True,What are the alarms and trips fitted to an Inert Gas (IG) system on a tanker / container ship?,What are the alarms and trips fitted to an Inert Gas (IG) system on a tanker / container ship?,1.0,OK,False
311,nair,Nair,inferred,/meoclass1/QB3_B.html#q17,QB3_B.html,q17,QB3_B#q17,True,True,True,How do you test the high pressure and low-low pressure alarms on an IG system?,How do you test the high pressure and low-low pressure alarms on an IG system?,1.0,OK,False
312,nair,Nair,inferred,/meoclass1/QB3_B.html#q19,QB3_B.html,q19,QB3_B#q19,True,True,True,"What does GESAMP stand for, and what is its role in the maritime context?","What does GESAMP stand for, and what is its role in the maritime context?",1.0,OK,False
313,nair,Nair,inferred,/meoclass1/QB3_F.html#q1,QB3_F.html,q1,QB3_F#q1,True,True,True,"Define Special Area and PSSA under MARPOL/IMO, with examples.","Define Special Area and PSSA under MARPOL/IMO, with examples.",1.0,OK,False
314,nair,Nair,inferred,/meoclass1/QB3_F.html#q3,QB3_F.html,q3,QB3_F#q3,True,True,True,What is the discharge criteria for oil tankers under MARPOL Annex I?,What is the discharge criteria for oil tankers under MARPOL Annex I?,1.0,OK,False
315,nair,Nair,inferred,/meoclass1/QB3_G.html#q3,QB3_G.html,q3,QB3_G#q3,True,True,True,"Describe the ship recycling procedure in India under the Recycling of Ships Act, 2019.","Describe the ship recycling procedure in India under the Recycling of Ships Act, 2019.",1.0,OK,False
316,nair,Nair,inferred,/meoclass1/QB3_G.html#q4,QB3_G.html,q4,QB3_G#q4,True,True,True,"Ship recycling cross-questions: what practical, safety-critical checks will an examiner probe beyond the standard procedure?","Ship recycling cross-questions: what practical, safety-critical checks will an examiner probe beyond the standard procedure?",1.0,OK,False
317,nair,Nair,inferred,/meoclass1/QB4_A.html#q2,QB4_A.html,q2,QB4_A#q2,True,True,True,"As Chief Engineer, what are your specific roles and responsibilities as defined in the SMS manual?","As Chief Engineer, what are your specific roles and responsibilities as defined in the SMS manual?",1.0,OK,False
318,nair,Nair,inferred,/meoclass1/QB4_A.html#q6,QB4_A.html,q6,QB4_A#q6,True,True,True,"Your vessel is detained by PSC. What are the grounds for detention, what actions do you take, and what is the appeal procedure?","Your vessel is detained by PSC. What are the grounds for detention, what actions do you take, and what is the appeal procedure?",1.0,OK,False
319,nair,Nair,inferred,/meoclass1/QB4_A.html#q11,QB4_A.html,q11,QB4_A#q11,True,True,True,"Explain the ISPS Code — types of certificates, security levels, and the role of the SSO.","Explain the ISPS Code — types of certificates, security levels, and the role of the SSO.",1.0,OK,False
320,nair,Nair,inferred,/meoclass1/QB4_A.html#q12,QB4_A.html,q12,QB4_A#q12,True,True,True,"What does the Ship Security Plan (SSP) contain, who approves it, and is it confidential?","What does the Ship Security Plan (SSP) contain, who approves it, and is it confidential?",1.0,OK,False
321,nair,Nair,inferred,/meoclass1/QB4_A.html#q15,QB4_A.html,q15,QB4_A#q15,True,True,True,"What are the hours of work and rest limits under MLC 2006 and STCW, and how is rest splitting governed?","What are the hours of work and rest limits under MLC 2006 and STCW, and how is rest splitting governed?",1.0,OK,False
322,nair,Nair,inferred,/meoclass1/QB4_A.html#q18,QB4_A.html,q18,QB4_A#q18,True,True,True,"What did the STCW 2010 Manila Amendments change, and what is the Chief Engineer's certificate benchmark?","What did the STCW 2010 Manila Amendments change, and what is the Chief Engineer's certificate benchmark?",1.0,OK,False
323,nair,Nair,inferred,/meoclass1/QB4_B.html#q2,QB4_B.html,q2,QB4_B#q2,True,True,True,What are your responsibilities and what do you check when taking over as Chief Engineer on a new vessel?,What are your responsibilities and what do you check when taking over as Chief Engineer on a new vessel?,1.0,OK,False
324,nair,Nair,inferred,/meoclass1/QB4_B.html#q7,QB4_B.html,q7,QB4_B#q7,True,True,True,What leadership qualities are expected of a Chief Engineer?,What leadership qualities are expected of a Chief Engineer?,1.0,OK,False
325,nair,Nair,inferred,/meoclass1/QB4_B.html#q10,QB4_B.html,q10,QB4_B#q10,True,True,True,How do you specifically motivate Junior Engineers (JEs) onboard as Chief Engineer?,How do you specifically motivate Junior Engineers (JEs) onboard as Chief Engineer?,1.0,OK,False
326,nair,Nair,inferred,/meoclass1/QB4_G.html#q1,QB4_G.html,q1,QB4_G#q1,True,True,True,flag state vs ro diffrence,flag state vs ro diffrence,1.0,OK,False
327,nair,Nair,inferred,/meoclass1/QB4_G.html#q3,QB4_G.html,q3,QB4_G#q3,True,True,True,STCW -As a chief engineer how will you decide on watchkeeping composition .(STCW CH-8),STCW -As a chief engineer how will you decide on watchkeeping composition .(STCW CH-8),1.0,OK,False
328,nair,Nair,inferred,/meoclass1/QB4_G.html#q9,QB4_G.html,q9,QB4_G#q9,True,True,True,"OCIMF — what is it, tools of OCIMF and brief explanation of each.","OCIMF — what is it, tools of OCIMF and brief explanation of each.",1.0,OK,False
329,nair,Nair,inferred,/meoclass1/QB4_H.html#q3,QB4_H.html,q3,QB4_H#q3,True,True,True,"What security-related courses are required for seafarers under STCW/ISPS, and what does each cover?","What security-related courses are required for seafarers under STCW/ISPS, and what does each cover?",1.0,OK,False
330,nair,Nair,inferred,/meoclass1/QB4_H.html#q4,QB4_H.html,q4,QB4_H#q4,True,True,True,Describe the procedure for testing the Ship Security Alert System (SSAS).,Describe the procedure for testing the Ship Security Alert System (SSAS).,1.0,OK,False
331,nair,Nair,inferred,/meoclass1/QB4_H.html#q5,QB4_H.html,q5,QB4_H#q5,True,True,True,"What does AECS assess, and how does it differ from a routine engine room simulator course?","What does AECS assess, and how does it differ from a routine engine room simulator course?",1.0,OK,False
332,nair,Nair,inferred,/meoclass1/QB4_H.html#q6,QB4_H.html,q6,QB4_H#q6,True,True,True,"Under what circumstances may AIS be switched off, and what is the procedure?","Under what circumstances may AIS be switched off, and what is the procedure?",1.0,OK,False
333,nair,Nair,inferred,/meoclass1/QB4_H.html#q7,QB4_H.html,q7,QB4_H#q7,True,True,True,Differentiate between a Certificate of Competency (CoC) and a Certificate of Proficiency (CoP).,Differentiate between a Certificate of Competency (CoC) and a Certificate of Proficiency (CoP).,1.0,OK,False
334,nair,Nair,inferred,/meoclass1/QB4_H.html#q8,QB4_H.html,q8,QB4_H#q8,True,True,True,"Explain the difference between GPS/AIS jamming and spoofing, and their implications for a Chief Engineer.","Explain the difference between GPS/AIS jamming and spoofing, and their implications for a Chief Engineer.",1.0,OK,False
335,nair,Nair,inferred,/meoclass1/QB4_H.html#q11,QB4_H.html,q11,QB4_H#q11,True,True,True,"Describe the key content and operational phases of BMP5 (Best Management Practices, Version 5).","Describe the key content and operational phases of BMP5 (Best Management Practices, Version 5).",1.0,OK,False
336,nair,Nair,inferred,/meoclass1/QB7_E.html#q4,QB7_E.html,q4,QB7_E#q4,True,True,True,"Low flashpoint fuels — where are they used without requiring the IGF Code, and why is IGF not required there?","Low flashpoint fuels — where are they used without requiring the IGF Code, and why is IGF not required there?",1.0,OK,False
337,nair,Nair,inferred,/meoclass1/QB7_F.html#q1,QB7_F.html,q1,QB7_F#q1,True,True,True,"Green, Grey, Blue and Red hydrogen — differentiate between each type.","Green, Grey, Blue and Red hydrogen — differentiate between each type.",1.0,OK,False
338,nair,Nair,inferred,/meoclass1/QB9_A.html#q2,QB9_A.html,q2,QB9_A#q2,True,True,True,CLC Convention — explain fully including limits. Bunker Convention — why is it needed despite CLC?,CLC Convention — explain fully including limits. Bunker Convention — why is it needed despite CLC?,1.0,OK,False
339,nair,Nair,inferred,/meoclass1/QB9_A.html#q6,QB9_A.html,q6,QB9_A#q6,True,True,True,"Salvage — types, procedure, LOF, SCOPIC. What is the Wreck Removal Convention?","Salvage — types, procedure, LOF, SCOPIC. What is the Wreck Removal Convention?",1.0,OK,False
