examiner,tier,canonical_question_id,examiner_named_in_qcard,examiner_named_in_ce_tip,examiner_named_in_page_preamble,reproducible_from_repo
Simon,inferred,QB5_C_A#q1,False,False,False,False
Simon,inferred,QB5_C_A#q9,False,False,False,False
Simon,inferred,QB5_C_B#q1,False,False,True,True
Simon,inferred,QB5_G#q1,False,False,False,False
Simon,inferred,QB5_G#q2,False,False,False,False
Simon,inferred,QB5_G#q3,False,False,False,False
Simon,inferred,QB5_G#q4,False,False,False,False
Simon,inferred,QB5_G#q5,False,False,False,False
Simon,inferred,QB5_G#q6,True,True,False,True
Simon,cetip,QB7_I#q1,True,True,False,True
Simon,header,QB7_I#q2,False,False,False,False
Simon,cetip,QB7_I#q3,True,True,False,True
Simon,header,QB7_I#q4,False,False,False,False
Simon,header,QB7_I#q6,False,False,False,False
Simon,confirmed,QB1_K#q1,True,True,True,True
Simon,confirmed,QB1_K#q2,True,True,True,True
Simon,confirmed,QB1_K#q3,True,True,True,True
Simon,confirmed,QB1_K#q5,True,True,True,True
Simon,confirmed,QB1_K#q8,True,True,True,True
Simon,confirmed,QB2_I#q7,True,True,True,True
Simon,confirmed,QB3_J#q1,True,True,True,True
Simon,confirmed,QB3_J#q2,True,True,True,True
Simon,confirmed,QB3_J#q3,True,True,True,True
Simon,confirmed,QB3_J#q4,True,True,True,True
Simon,inferred,QB3_J#q5,True,True,True,True
Simon,confirmed,QB4_J#q1,True,True,True,True
Simon,confirmed,QB4_J#q2,True,True,True,True
Simon,confirmed,QB4_J#q3,True,True,True,True
Simon,confirmed,QB4_J#q7,True,True,True,True
Simon,confirmed,QB4_J#q10,True,True,True,True
Simon,confirmed,QB5_J#q1,True,True,True,True
Simon,confirmed,QB6_H#q1,True,True,True,True
Simon,confirmed,QB8_H#q1,True,True,True,True
Simon,confirmed,QB8_H#q6,True,True,True,True
Simon,confirmed,QB8_H#q7,True,True,True,True
Simon,confirmed,QB8_H#q8,True,True,True,True
Simon,confirmed,QB8_H#q9,True,True,True,True
Simon,confirmed,QB9_H#q12,True,True,True,True
Simon,confirmed,QB2_I#q1,True,True,True,True
Simon,confirmed,QB2_I#q3,True,True,True,True
Simon,confirmed,QB2_I#q6,True,True,True,True
Rajappan,confirmed,QB1_A#q1,False,False,False,False
Rajappan,confirmed,QB1_A#q10,False,False,False,False
Rajappan,confirmed,QB1_A#q11,False,False,False,False
Rajappan,confirmed,QB1_A#q15,False,False,False,False
Rajappan,confirmed,QB1_A#q16,False,False,False,False
Rajappan,confirmed,QB1_B#q12,False,False,True,True
Rajappan,confirmed,QB1_B#q21,True,True,True,True
Rajappan,confirmed,QB1_F#q19,True,True,False,True
Rajappan,confirmed,QB1_G#q31,True,True,False,True
Rajappan,confirmed,QB1_G#q32,True,True,False,True
Rajappan,confirmed,QB2_A#q6,True,True,True,True
Rajappan,confirmed,QB2_A#q7,False,False,True,True
Rajappan,confirmed,QB2_A#q8,True,False,True,True
Rajappan,confirmed,QB2_B#q17,False,False,True,True
Rajappan,confirmed,QB2_B#q18,True,False,True,True
Rajappan,confirmed,QB3_B#q13,False,False,True,True
Rajappan,confirmed,QB3_B#q14,False,False,True,True
Rajappan,confirmed,QB3_B#q15,False,False,True,True
Rajappan,confirmed,QB3_B#q16,False,False,True,True
Rajappan,confirmed,QB3_C#q2,True,True,True,True
Rajappan,confirmed,QB3_C#q3,True,True,True,True
Rajappan,confirmed,QB4_A#q17,False,False,True,True
Rajappan,confirmed,QB4_B#q8,False,False,True,True
Rajappan,confirmed,QB4_C#q5,True,False,True,True
Rajappan,confirmed,QB4_C#q6,True,True,True,True
Rajappan,confirmed,QB4_C#q15,False,False,True,True
Rajappan,confirmed,QB5_A#q2,False,False,True,True
Rajappan,confirmed,QB5_A#q3,True,True,True,True
Rajappan,confirmed,QB5_A#q15,True,True,True,True
Rajappan,confirmed,QB5_B#q7,True,True,True,True
Rajappan,confirmed,QB5_B#q11,False,False,True,True
Rajappan,confirmed,QB5_B#q13,True,True,True,True
Rajappan,confirmed,QB5_C_A#q4,True,True,True,True
Rajappan,confirmed,QB5_C_A#q8,True,True,True,True
Rajappan,confirmed,QB5_C_A#q10,True,True,True,True
Rajappan,confirmed,QB5_C_B#q5,True,True,True,True
Rajappan,confirmed,QB5_C_B#q6,True,True,True,True
Rajappan,confirmed,QB6#q18,True,True,True,True
Rajappan,confirmed,QB7_A#q2,True,True,True,True
Rajappan,confirmed,QB7_A#q3,True,True,True,True
Rajappan,confirmed,QB7_B#q1,True,True,True,True
Rajappan,confirmed,QB8_A#q3,True,True,True,True
Rajappan,confirmed,QB8_B#q3,False,False,True,True
Rajappan,confirmed,QB8_B#q6,False,False,True,True
Rajappan,confirmed,QB8_F#q2,True,True,False,True
Rajappan,confirmed,QB9_C#q5,False,False,False,False
Rajappan,confirmed,QB9_E#q6,True,True,False,True
Rajappan,confirmed,QB9_E#q9,True,True,False,True
Rajappan,confirmed,QB9_E#q11,True,True,False,True
Rajappan,ce_tip,QB1_F#q16,True,True,False,True
Rajappan,ce_tip,QB6#q15,True,True,True,True
Rajappan,ce_tip,QB6#q16,True,True,True,True
Rajappan,ce_tip,QB6#q17,True,True,True,True
Rajappan,header,QB1_B#q4,True,True,True,True
Rajappan,header,QB1_B#q6,False,False,True,True
Rajappan,header,QB1_B#q10,False,False,True,True
Rajappan,header,QB1_B#q11,True,True,True,True
Rajappan,header,QB1_B#q14,False,False,True,True
Rajappan,header,QB1_B#q15,True,True,True,True
Rajappan,header,QB1_B#q18,False,False,True,True
Rajappan,header,QB1_B#q20,False,False,True,True
Rajappan,header,QB2_B#q3,True,False,True,True
Rajappan,header,QB2_B#q6,True,False,True,True
Rajappan,header,QB2_B#q9,True,False,True,True
Rajappan,header,QB2_B#q13,True,False,True,True
Rajappan,header,QB2_B#q14,False,False,True,True
Rajappan,header,QB2_B#q19,False,False,True,True
Rajappan,header,QB4_C#q16,True,True,True,True
Rajappan,header,QB7_B#q2,True,True,True,True
Rajappan,inferred,QB1_C#q4,False,False,False,False
Rajappan,inferred,QB1_H#q1,False,False,False,False
Rajappan,inferred,QB1_H#q2,False,False,False,False
Rajappan,inferred,QB1_H#q3,False,False,False,False
Rajappan,inferred,QB1_H#q4,True,True,False,True
Rajappan,inferred,QB1_H#q5,False,False,False,False
Rajappan,inferred,QB1_supplementary#q1,False,False,False,False
Rajappan,inferred,QB1_supplementary#q2,True,False,False,True
Rajappan,inferred,QB1_supplementary#q3,True,False,False,True
Rajappan,inferred,QB1_supplementary#q5,True,False,False,True
Rajappan,inferred,QB1_supplementary#q7,False,False,False,False
Rajappan,inferred,QB1_supplementary#q8,False,False,False,False
Rajappan,inferred,QB1_supplementary#q9,True,True,False,True
Rajappan,inferred,QB1_supplementary#q10,True,False,False,True
Rajappan,inferred,QB1_supplementary#q11,True,False,False,True
Rajappan,inferred,QB1_supplementary#q12,True,False,False,True
Rajappan,inferred,QB1_supplementary#q13,True,False,False,True
Rajappan,inferred,QB1_supplementary#q14,True,False,False,True
Rajappan,inferred,QB1_supplementary#q15,True,False,False,True
Rajappan,inferred,QB1_supplementary#q16,False,False,False,False
Rajappan,inferred,QB1_supplementary#q17,True,False,False,True
Rajappan,inferred,QB1_supplementary#q18,True,False,False,True
Rajappan,inferred,QB1_supplementary#q19,False,False,False,False
Rajappan,inferred,QB1_supplementary#q20,False,False,False,False
Srivastava,confirmed,QB1_B#q16,False,False,False,False
Srivastava,confirmed,QB4_B#q18,True,True,True,True
Srivastava,confirmed,QB4_C#q7,True,True,True,True
Srivastava,confirmed,QB4_C#q12,True,True,True,True
Srivastava,confirmed,QB4_C#q13,True,True,True,True
Srivastava,confirmed,QB5_H#q1,True,True,False,True
Srivastava,confirmed,QB6#q19,True,True,True,True
Srivastava,confirmed,QB8_C#q1,True,False,True,True
Srivastava,confirmed,QB8_C#q2,True,False,True,True
Srivastava,confirmed,QB8_C#q3,True,False,True,True
Srivastava,confirmed,QB8_C#q4,True,False,True,True
Srivastava,confirmed,QB9_C#q1,True,True,True,True
Srivastava,confirmed,QB9_C#q2,True,True,True,True
Srivastava,confirmed,QB9_C#q3,True,True,True,True
Srivastava,header,QB4_C#q16,False,False,True,True
Srivastava,header,QB4_E#q5,False,False,True,True
Srivastava,header,QB4_E#q6,False,False,True,True
Srivastava,header,QB4_E#q7,False,False,True,True
Srivastava,header,QB4_E#q8,False,False,True,True
Srivastava,inferred,QB3_A#q1,True,True,True,True
Srivastava,inferred,QB3_A#q2,False,False,True,True
Srivastava,inferred,QB3_A#q4,True,True,True,True
Srivastava,inferred,QB3_A#q6,True,False,True,True
Srivastava,inferred,QB3_A#q7,False,False,True,True
Srivastava,inferred,QB3_A#q9,False,False,True,True
Srivastava,inferred,QB3_A#q12,False,False,True,True
Srivastava,inferred,QB3_A#q14,False,False,True,True
Srivastava,inferred,QB3_A#q16,False,False,True,True
Srivastava,inferred,QB3_A#q17,False,False,True,True
Srivastava,inferred,QB3_B#q1,False,False,True,True
Srivastava,inferred,QB3_B#q2,False,False,True,True
Srivastava,inferred,QB3_B#q3,False,False,True,True
Srivastava,inferred,QB3_B#q4,False,False,True,True
Srivastava,inferred,QB3_B#q5,False,False,True,True
Srivastava,inferred,QB3_B#q6,False,False,True,True
Srivastava,inferred,QB3_B#q7,False,False,True,True
Srivastava,inferred,QB3_B#q8,False,False,True,True
Srivastava,inferred,QB3_B#q9,False,False,True,True
Srivastava,inferred,QB3_B#q10,False,False,True,True
Srivastava,inferred,QB3_B#q12,False,False,True,True
Srivastava,inferred,QB3_B#q17,False,False,True,True
Srivastava,inferred,QB3_B#q19,False,False,True,True
Srivastava,inferred,QB3_C#q4,True,False,False,True
Srivastava,inferred,QB3_F#q1,False,False,False,False
Srivastava,inferred,QB3_F#q3,False,False,False,False
Srivastava,inferred,QB3_F#q4,False,False,False,False
Srivastava,inferred,QB3_G#q3,False,False,False,False
Srivastava,inferred,QB3_G#q4,False,False,False,False
Srivastava,inferred,QB4_A#q1,False,False,True,True
Srivastava,inferred,QB4_A#q2,False,False,True,True
Srivastava,inferred,QB4_A#q3,False,False,True,True
Srivastava,inferred,QB4_A#q6,False,False,True,True
Srivastava,inferred,QB4_A#q7,False,False,True,True
Srivastava,inferred,QB4_A#q8,False,False,True,True
Srivastava,inferred,QB4_A#q11,False,False,True,True
Srivastava,inferred,QB4_A#q12,False,False,True,True
Srivastava,inferred,QB4_A#q13,False,False,True,True
Srivastava,inferred,QB4_A#q14,False,False,True,True
Srivastava,inferred,QB4_A#q15,False,False,True,True
Srivastava,inferred,QB4_A#q16,False,False,True,True
Srivastava,inferred,QB4_A#q18,False,False,True,True
Srivastava,inferred,QB4_B#q2,False,False,True,True
Srivastava,inferred,QB4_B#q4,False,False,True,True
Srivastava,inferred,QB4_B#q5,False,False,True,True
Srivastava,inferred,QB4_B#q6,True,True,True,True
Srivastava,inferred,QB4_B#q7,True,True,True,True
Srivastava,inferred,QB4_B#q9,False,False,True,True
Srivastava,inferred,QB4_B#q10,False,False,True,True
Srivastava,inferred,QB4_B#q11,False,False,True,True
Srivastava,inferred,QB4_B#q14,False,False,True,True
Srivastava,inferred,QB4_B#q16,False,False,True,True
Srivastava,inferred,QB4_G#q1,False,False,False,False
Srivastava,inferred,QB4_G#q2,False,False,False,False
Srivastava,inferred,QB4_G#q3,False,False,False,False
Srivastava,inferred,QB4_G#q4,False,False,False,False
Srivastava,inferred,QB4_G#q5,False,False,False,False
Srivastava,inferred,QB4_G#q6,False,False,False,False
Srivastava,inferred,QB4_G#q7,False,False,False,False
Srivastava,inferred,QB4_G#q8,False,False,False,False
Srivastava,inferred,QB4_G#q9,False,False,False,False
Srivastava,inferred,QB4_H#q2,False,False,False,False
Srivastava,inferred,QB4_H#q3,False,False,False,False
Srivastava,inferred,QB4_H#q4,True,True,False,True
Srivastava,inferred,QB4_H#q5,False,False,False,False
Srivastava,inferred,QB4_H#q6,False,False,False,False
Srivastava,inferred,QB4_H#q7,False,False,False,False
Srivastava,inferred,QB4_H#q8,False,False,False,False
Srivastava,inferred,QB4_H#q9,False,False,False,False
Srivastava,inferred,QB4_H#q10,False,False,False,False
Srivastava,inferred,QB4_H#q11,False,False,False,False
Srivastava,inferred,QB6#q4,False,False,True,True
Srivastava,inferred,QB6_E#q1,False,False,False,False
Srivastava,inferred,QB6_E#q2,False,False,False,False
Srivastava,inferred,QB6_E#q3,False,False,False,False
Srivastava,inferred,QB6_F#q1,False,False,False,False
Srivastava,inferred,QB6_F#q2,False,False,False,False
Srivastava,inferred,QB6_F#q3,False,False,False,False
Srivastava,inferred,QB6_F#q4,False,False,False,False
Srivastava,inferred,QB6_F#q5,False,False,False,False
Srivastava,inferred,QB7_C#q1,False,False,False,False
Srivastava,inferred,QB7_E#q4,False,False,False,False
Srivastava,inferred,QB7_F#q1,False,False,False,False
Srivastava,confirmed,QB9_H#q9,True,True,True,True
Senthil,confirmed,QB1_A#q21,False,False,False,False
Senthil,confirmed,QB1_D#q1,True,True,True,True
Senthil,confirmed,QB1_F#q6,True,True,False,True
Senthil,confirmed,QB1_G#q35,True,True,False,True
Senthil,confirmed,QB1_G#q36,True,True,False,True
Senthil,confirmed,QB2_A#q6,True,False,False,True
Senthil,confirmed,QB2_B#q16,True,True,True,True
Senthil,confirmed,QB2_D#q1,True,True,True,True
Senthil,confirmed,QB3_A#q5,False,False,True,True
Senthil,confirmed,QB3_A#q10,False,False,True,True
Senthil,confirmed,QB3_A#q18,False,False,True,True
Senthil,confirmed,QB3_B#q11,True,True,True,True
Senthil,confirmed,QB4_E#q9,True,True,False,True
Senthil,confirmed,QB4_E#q10,True,False,False,True
Senthil,confirmed,QB4_E#q11,True,False,False,True
Senthil,confirmed,QB4_E#q12,True,False,False,True
Senthil,confirmed,QB4_E#q13,True,False,False,True
Senthil,confirmed,QB4_E#q14,True,False,False,True
Senthil,confirmed,QB4_F#q4,True,True,True,True
Senthil,confirmed,QB5_A#q12,False,False,True,True
Senthil,confirmed,QB5_E#q7,True,True,True,True
Senthil,confirmed,QB6#q9,True,True,True,True
Senthil,confirmed,QB8_A#q6,False,False,False,False
Senthil,confirmed,QB8_G#q1,True,True,True,True
Senthil,confirmed,QB9_D#q7,True,True,False,True
Senthil,confirmed,QB9_D#q8,True,True,False,True
Senthil,ce_tip,QB6#q1,True,True,True,True
Senthil,ce_tip,QB6#q3,True,True,True,True
Senthil,ce_tip,QB6#q8,True,True,True,True
Senthil,header,QB2_B#q3,True,False,True,True
Senthil,header,QB2_B#q6,False,False,True,True
Senthil,header,QB2_B#q9,False,False,True,True
Senthil,header,QB2_B#q13,False,False,True,True
Senthil,header,QB2_B#q14,True,False,True,True
Senthil,header,QB2_B#q19,True,False,True,True
Senthil,header,QB5_E#q2,False,False,True,True
Senthil,header,QB5_E#q3,False,False,True,True
Senthil,inferred,QB2_A#q1,True,False,False,True
Senthil,inferred,QB2_A#q2,False,False,False,False
Senthil,inferred,QB2_A#q3,True,True,False,True
Senthil,inferred,QB2_A#q10,False,False,False,False
Senthil,inferred,QB2_A#q11,True,True,False,True
Senthil,inferred,QB2_A#q12,False,False,False,False
Senthil,inferred,QB2_A#q14,False,False,False,False
Senthil,inferred,QB2_A#q15,True,True,False,True
Senthil,inferred,QB2_A#q19,False,False,False,False
Senthil,inferred,QB2_A#q22,True,False,False,True
Senthil,inferred,QB2_A#q23,True,False,False,True
Senthil,inferred,QB2_A#q24,False,False,False,False
Senthil,inferred,QB2_A#q25,True,False,False,True
Senthil,inferred,QB2_A#q26,False,False,False,False
Senthil,inferred,QB2_A#q27,False,False,False,False
Senthil,inferred,QB2_A#q28,False,False,False,False
Senthil,inferred,QB2_A#q29,True,False,False,True
Senthil,inferred,QB2_A#q30,True,True,False,True
Senthil,inferred,QB2_C#q1,False,False,False,False
Senthil,inferred,QB2_C#q2,False,False,False,False
Senthil,inferred,QB2_C#q3,True,False,False,True
Senthil,inferred,QB2_C#q4,True,False,False,True
Senthil,inferred,QB2_F#q2,False,False,False,False
Senthil,inferred,QB2_F#q4,False,False,False,False
Senthil,inferred,QB2_F#q5,False,False,False,False
Senthil,inferred,QB2_F#q6,False,False,False,False
Senthil,confirmed,QB2_I#q2,True,True,True,True
Senthil,confirmed,QB2_I#q4,True,True,True,True
Senthil,confirmed,QB2_I#q5,True,True,True,True
Paul,confirmed,QB1_D#q2,True,True,True,True
Paul,confirmed,QB1_D#q3,True,True,True,True
Paul,confirmed,QB1_D#q4,True,True,True,True
Paul,confirmed,QB4_E#q15,True,False,False,True
Paul,confirmed,QB5_E#q1,True,True,True,True
Paul,confirmed,QB7_D#q2,True,True,False,True
Paul,confirmed,QB7_D#q3,True,True,False,True
Paul,confirmed,QB9_D#q10,True,True,False,True
Paul,header,QB5_E#q2,False,False,True,True
Paul,header,QB5_E#q3,False,False,True,True
Paul,confirmed,QB1_K#q6,True,True,True,True
Paul,confirmed,QB1_K#q7,True,True,True,True
Paul,confirmed,QB4_J#q4,True,True,True,True
Paul,confirmed,QB4_J#q5,True,True,True,True
Paul,confirmed,QB4_J#q6,True,True,True,True
Paul,confirmed,QB4_J#q8,True,True,True,True
Paul,confirmed,QB8_H#q5,True,True,True,True
Paul,inferred,QB9_H#q10,True,True,True,True
Paul,inferred,QB9_H#q11,True,True,True,True
