canonical_question_id,examiner,current_tier,disposition,corroborating_source_ids,note
QB3_A#q7,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_A#q9,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_B#q1,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_B#q10,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_B#q12,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_B#q17,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_B#q19,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_B#q2,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_B#q3,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_B#q4,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_B#q5,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_B#q6,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_B#q7,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_B#q8,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_B#q9,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_C#q4,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_F#q1,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_F#q3,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_F#q4,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_G#q3,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB3_G#q4,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_A#q1,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_A#q11,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_A#q12,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_A#q13,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_A#q14,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_A#q15,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_A#q16,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_A#q18,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_A#q2,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_A#q3,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_A#q6,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_A#q7,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_A#q8,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_B#q10,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_B#q11,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_B#q14,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_B#q16,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_B#q2,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_B#q4,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_B#q5,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_B#q6,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_B#q7,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_B#q9,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_G#q1,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_G#q2,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_G#q3,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_G#q4,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_G#q5,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_G#q6,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_G#q7,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_G#q8,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_G#q9,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_H#q10,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_H#q11,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_H#q2,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_H#q3,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_H#q4,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_H#q5,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_H#q6,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_H#q7,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_H#q8,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB4_H#q9,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB6#q4,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB6_E#q1,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB6_E#q2,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB6_E#q3,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB6_F#q1,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB6_F#q2,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB6_F#q3,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB6_F#q4,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB6_F#q5,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB7_C#q1,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB7_E#q4,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
QB7_F#q1,Srivastava,inferred,STILL_INFERRED,,no external occurrence reaches this question for this examiner; absence of evidence is not contradiction
